Sentence,Definition?
"In particular, there is always for each object  A  in  mathcal C  an identity morphism  text{id}_A inmathcal C(A,A)  .",0
"Finally, a category must obey the following composition law:  circ: mathcal C(B,C)times mathcal C(A,B) to mathcal C(A,C)  for all triples  A  ,  B  ,  C  of objects such that composition is associative, and identity morphisms are identities for composition.",0
"That is, -  hcirc(gcirc f) = (hcirc g)circ f  ; -  text{id}circ f = f  ; -  fcirc text{id} = f  .",0
Let  X  be a set together with a binary operation  *  .,0
An element  e in X  is an identity element of  X  if it is both a left and right identity of  X  with respect to  *  .,1
Let  X  be a topological space.,0
The singular complex  S(X)  is the ∆ - complex with one n - simplex  Delta_sigma^n  for each singular n - simplex  sigma:Delta^nto X  with  Delta_sigma^n  attached in the obvious way to the  (n - 1)  - simplices that are the restrictions of  sigma  to the various  (n - 1)  - simplices in the boundary  partialDelta^n  .,1
"If  sigma in S_n  is an element of the symmetric group on  n  letters, then it is the product of disjoint cycles of length  n_1leqcdotsleq n_r  (including the  1  - cycles!)",1
and moreover the sum of the  n_i  is equal to  n  .,0
The partition of  n  given by the  n_i  is called the cycle type of  sigma  .,1
Let  X  be a topological space.,0
"The closure of the set  A subset X  is the smallest closed subset of  X  containing  A  , or the union of  A  and its limit points.",1
"A monoid is a semigroup  (X,*)  that has an identity element under  *  .",1
A unit of a ring  R  is an element  rin R  that has a multiplicative inverse.,1
Let  G  be a group.,0
A subnormal series is an ascending sequence of subgroups  {e} = N_0subseteq N_1subseteq cdotssubseteq N_{k - 1} subseteq N_k = G  such that  N_i  is normal in  N_{i+1}  for all  0leq ileq k  .,1
An oriented edge  k:Ito X  in a graph  X  where  I  is the unit interval is the traversal of an edge in either the forward or the backward direction.,1
Let  mathfrak g  be a Lie algebra with subalgebras  mathfrak g_1  and  mathfrak g_2  .,0
"Then  mathfrak g  decomposes as the direct sum of Lie algebras  mathfrak g_1  and  g_2  if it is the direct sum of vector spaces  mathfrak g_1oplus mathfrak g_2  and  X_1,X_2=0  for all  X_1inmathfrak g_1  and  X_2in mathfrak g_2  .",1
"Let  S subsetmathbb R^n  be rectifiable.  S  is symmetric with respect to the vector subspace  x_k=0  if the function  h:Stomathbb R^n  given by  h(x) = h(x_1,dots, - x_k, dots, x_n)  has as its image  S  itself.",1
"Let  (X_1,Sigma_1,mu_1)  and  (X_2,Sigma_2,mu_2)  be two measure spaces, and let  Sigma_1otimes Sigma_2  be the σ - algebra generated by sets of the form  B_1times B_2  for  B_1in Sigma_1  ,  B_2in Sigma_2  .",1
"A product measure  mu_1times mu_2  is a measure on the measurable space  (X_1times X_2, Sigma_1otimesSigma_2)  such that  (mu_1timesmu_2)(B_1times B_2) = mu_1(B_1)mu_2(B_2)  for all  B_1in Sigma_1  ,  B_2in Sigma_2  .",1
"Note: When multiplying measures that are infinite, the product is zero if any factor is zero.",0
Note:,0
The product measure can *always* be constructed according to the Hahn - Kolomogorov theorem.,0
Let  X  be a topological space.,0
The subset  A subset X  is closed if its complement  Xsetminus A  is open.,1
"Equivalently, if  X  is a metric space, then a subset  A subset X  is closed if and only if it contains all of its limit points.",1
Let  S subsetmathbb R^n  be a bounded set.,0
Then  S  is rectifiable if the constant function  1  is Riemann integrable over  S  .,1
A topological group is a topological space  G  that is also a group such that the binary operation on the group and the inverse map are both continuous.,1
"That is, the two maps  cdot:Gtimes Gto G text{ given by } (x,y)mapsto xy   text{inv}:Gto G text{ given by } xmapsto x^{ - 1}  are both continuous where  Gtimes G  is given the product topology.",0
Let  X  be a topological space and let  A  be a subspace of  X  .,0
"Elements of the relative homology groups  H_n(X,A)  are called relative cycles .",1
They are n - chains  alphain C_n(X)  such that  partial alpha in C_{n - 1}(A)  .,0
"The quotient of  G  by its commutator subgroup  G,G  (which is normal) is called the abelianization of  G  .",1
It is in fact abelian.,0
Let  G  be a group.,0
The upper central series for  G  is an ascending sequence of subgroups of  G  defined as follows: Let  Z_0(G) = {e}  and let  Z_1(G)  be the center  Z(G)  .,1
"Then for each  igeq 1  , define  Z_{i+1}(G)  to be a subgroup of  G  containing  Z_i(G)  such that the quotient  Z_{i+1}(G)/Z_i(G) = Z(G/Z_i(G))  .",0
"Note that because the center is a normal subgroup, these quotients are well - defined.",0
Also note that this series may or may not reach  G  .,0
"An open cover  {U}  of a topological space  B  is numerable if for each  U  there exist continuous maps  lambda_U:Bto I  (where  I  is the unit interval) such that the inverse image  lambda_U^{ - 1}((0,1) = U  and if the cover is locally finite.",1
this seems to have a double word,0
"Let  (L,leq)  be a lattice.",0
"A complement of  ain L  is an element  bin L  such that the supremum  sup(a,b)  is a maximum element of  L  and the infimum  inf(a,b)  is a minimum element of  L  .",1
"That is, if  yleq sup(a,b)  and  inf(a,b)leq y  for all  yin L  .",0
A set  S  of vectors in an inner product space is orthonormal if every element of  S  has norm  1  and each vector in the set is orthogonal to every other vector in the set.,1
Let  G  be a group with subgroup  H  .,0
Then the quotient  G/H  is the set of classes of cosets  gH  for  gin G  .,1
The quotient is itself a subgroup exactly when  H  is normal in  G  .,0
See the definition of the quotient when the subgroup is normal.,0
"A function  f:Ato mathbb R  is locally monotonic at  x in A  if there exists  r>0  such that whenever  0 < y - x < r  ,  f(y)geq f(x)  and whenever  0 < x - y < r  ,  f(y)leq f(x)  .",1
"An ideal  mathfrak p  of a ring  R  is prime if it is proper and if  a,bin R  such that  ab in I  , then  ain mathfrak p  or  bin mathfrak p  .",1
The alternating group  A_n  is the subgroup of the symmetric group  S_n  given by the kernel of the sign homomorphism.,1
"That is, it consists of all permutations whose sign is  1  .",0
"The Lebesgue measure on  mathbb R^n  is constructed as follows: A set  A subsetmathbb R^n  is Lebesgue measurable if for every  Ssubset mathbb R^n  , we have the following relation in the Lebesgue outer measure  lambda^*  :  lambda^*(S) = lambda^*(Scap A) + lambda^*(Ssetminus A)  .",1
"By Carathéodory's extension theorem, Lebesgue measurable sets  A  form a σ - algebra and the Lebesgue measure of any such set coincides with its Lebesgue outer measure.",0
"Let  (L,F)  be a vector space with a binary operation  Ltimes L to L  denoted  (x,y) mapsto xy  . This operation is called the bracket or commutator of  x  and  y .",1
"The vector space together with the operation is a Lie algebra over the field  F  if (i) The bracket operation is bilinear; (ii)  xx = 0  for all  x in L  ; (iii)  xyz + yzx+zxy =0  for all  x,y,zin L  .",1
The last axiom is called the Jacobi identity .,0
An ideal  I  of an algebra  A  is a subset  Isubset A  that is both a left algebra ideal and a right algebra ideal.,1
"In the case that  A  is a commutative algebra, these notions coincide and every right ideal is also a left ideal is also a two - sided ideal.",0
"As long as the ring  R  is not a rng,  A  will inherit the definition of ideal from its underlying ring structure.",0
Let  R  be a commutative ring and  x  a variable.,0
Then  Rx  is the polynomial ring of polynomials in  x  with coefficients in  R  .,1
We can also define the polynomial ring in multiple variables.,0
"Let  X = {x_1,dots,x_n}  be a finite collection of variables.",0
"Then  RX = Rx_1,dots,x_n  is defined as follows: To each function  I:Xto mathbb N  , associate a monomial  x^I = x_1^{I(x_1)}+cdots + x_n^{I(x_n)}  .",1
"Then  RX= left{ sum_{I:Xto mathbb N} a_IX^I mid a_Iin R, a_I = 0 text{ for all but finitely many } I right}  .",0
Multiplication and addition are defined exactly how you would think.,0
"A Lie group  Gsubseteq text{GL}(n,mathbb C)  is compact if it is compact in the usual sense when considered as a subset of  M_n(mathbb C) cong mathbb R^{2n^2}  .",1
A Δ - complex is a quotient vector space of a collection of disjoint simplices obtained by identifying certain faces by the canonical linear homeomorphisms described in the definition of barycentric coordinates.,1
"Consider a collection of n - simplices  Delta^n_alpha  of various dimension (i.e.  n  is not fixed) and some sets  mathcal F_i  of faces of the  Delta_alpha^n  such that within each  mathcal F_i  , each face has the same dimension (i.e. value for  n  ).",0
We can take a quotient vector space of the disjoint union  coprod_alpha Delta_alpha^n  by identifying all of the faces in each  mathcal F_i  via the canonical linear homeomorphisms described in the definition of barycentric coordinates.,0
"The generalized orthogonal group  text{O}(n,k)  is the group of  (n+k)times (n+k)  real - valued matrices that preserve the symmetric bilinear form  x,y_{n,k} = x_1y_1 + cdots + x_ny_n - x_{n+1}y_{n+1} - cdots - x_{n+k}y_{n+k}  .That is,  A in text{O}(n,k)  if and only if  x,y_{n,k} = Ax,Ay_{n,k}  for all  x,y in mathbb R^n  .",1
"This group is a matrix Lie group because it is a subgroup of the general linear group  text{GL}(n,mathbb C)  .",0
"A metric space  (X,rho)  is complete if every Cauchy sequence is also convergent.",1
An atlas for a topological space  M  is a collection of charts on  M  that covers  M  .,1
Let  mathcal C  be a category.,0
"When there exists a ""suitable"" relation of homotopy between morphisms in  mathcal C  , then the homotopy category  hmathcal C  , defined to be the category consisting of the same objects as  mathcal C  with with morphisms given by homotpy classes of morphisms in  mathcal C  .",1
"Let  R  be a ring of subsets of  X  and let  mu_0:0,infty  .",0
"Then  mu_0  is a pre - measure if  mu_0(emptyset) = 0  and for every sequence  {A_n}_{ninmathbb N}subset R  of pairwise disjoint subsets whose union is in  R  ,  mu_0left(bigcup_{ninmathbb N}A_nright) = sum_{ninmathbb N} mu_0(A_n)  .",1
"That is,  mu_0  is σ - additive.",0
Let  G  be a group acting on the set  X  .,0
"The stabilizer of a point  xin X  , denoted  text{Stab}(x)  , is the set of elements  gin G  such that  gcdot x = x  .",1
Let  U subset mathbb R^n  be open.,0
Let  v in mathbb R^n  .,0
The directional derivative of a function  f:Utomathbb R^m  in the direction of  v  at a point  a in U  is  D_vf(a) = frac{partial f}{partial v}(a) = lim_{hto 0}frac{f(a+hv) - f(a)}{h}  if this limit exists.,1
The characteristic polynomial of a linear transformation  T  is the polynomial in  lambda  given by the determinant of the linear transformation  T - lambda I  :  p_T(lambda) = text{det}(T - lambda I)  .,1
Let  X  be a metric space with  A subset X  .,0
Let  mu  be the Lebesgue measure.,0
"A collection  mathcal V  of sets covering  A  is a Vitali covering if for each  x in A  and  varepsilon > 0  , there exists  U in mathcal V  such that  x in U  , and the diameter of  U  is nonzero and less than  varepsilon  .",1
"Let  (X,Sigma, mu)  be a measure space and let  A subset X  .",0
"The measurable hull  H  of  A  is the measurable set  Hsupseteq A  such that for any measurable set  F  satisfying  Asubseteq Fsubseteq H  , we have  mu(F) = mu(H)  .",1
Let  X  be a compact topological space and let  1_X  be the constant function  1  on this space.,0
"Then for a fixed Haar integral  int_X  , define the volume of  X  to be  text{vol}(X) = int_X 1_X  .",1
"A Banach - Mazur game  MB(X,Y, mathcal W)  is a topological game played as follows: Let  X  be a topological space,  Y  a fixed subset of  X  , and  mathcal W  a family of subsets of  X  such that (i) each element of  mathcal W  has nonempty interior; (ii) every nonempty subset of  X  contains an element of  mathcal W  .",1
Players 1 and 2 alternately choose elements of  mathcal W  to form a sequence  W_1supset W_2supsetcdots  .,0
Player 1 wins if and only if  Ycap left(bigcap_{n<omega} W_nright)neq emptyset  where  omega  is the first transfinite ordinal.,0
The generating set of a group  G  is a subset  S  of  G  such that every element of  G  can be expressed as a combination under the group operation of finitely many elements of  S  and their inverses.,1
"A set  {v_i}_{iin Lambda}  in the vector space  V  is orthogonal if  langle v_i, v_jrangle =0  for all  ineq j  .",1
A subgroup  H  of a group  G  is characteristic in  G  if every automorphism of  G  leaves  H  invariant.,1
Let  G  be a compact topological group acting continuously on a topological space  X  .,0
Let  f  be a continuous function  Xto mathbb C  .,0
An averaging of  f  is a continuous function  text{Av}(f)  on  X  given by  text{Av}(f)(x) = frac{1}{text{vol}(G)} int_G f(gcdot x)text dx  where  text{vol}(G)  is the volume of  G  and the integral is the Haar integral on  G  .,1
"Note that for a finite group  G  , which is necessarily compact, we have simply  text{Av}(f)(x) = frac{1}{|G|} sum_{gin G}f(gx)  .",0
A group  G  is solvable if it admits a subnormal series whose quotients quotients  N_{i+1}/N_i  are all abelian.,1
Let  R  be a commutative ring with ideals  I  and  J  .,0
"Then the product of  I  and  J  , defined by  IJ= {i_1j_1+cdots + i_kj_j mid i_ellin I,j_ellin J, ell in mathbb N}  is itself an ideal.",1
Let  phi:Gto GL(V)  be a representation of the group  G  .,0
A sub - representation is a representation  psi:Gto GL(W)  for  W  a subspace of  V  .,1
Let  U subset mathbb R^n  be open and let  f:Utomathbb R^n  be differentiable.,0
"Then its total derivative  Df(a)  at a point  ain U  is given by the  mtimes n  matrix  left frac{partial f_j}{partial x_i}(a)right_{i=1,j=1}^{n,m}  where  f = (f_1,dots, f_m)  are the component functions of  f  .",1
This matrix is called the Jacobian matrix of  f  at  a  .,1
Let  A  be a compactly generated topological space.,0
"A space under  A  (that is, an object of the category) is a map  i:Ato X  .",1
"A morphism between spaces under  A  is a commutative diagram This is a homotopy category: a homotopy  h  between maps under  A  is a homotopy that at each ""time""  t  is a map under  A  .",1
"Then we write  h:fsimeq f' text{ rel } A  and  h(i(a),t) = j(a)  for all  ain A  and  tin I  .",0
The above notion of homotopy equivalence is called cofiber homotopy equivalence .,1
"Two absolute values over the same field  F  , call them  |cdot|_1  and  |cdot|_2  , are equivalent if there exists a real number  alpha>0  such that  |x|_1^alpha = |x|_2  for all  xin F  .",1
The  ntimes n  identity matrix  I_n  is the  ntimes n  matrix whose entries  (a_{ij})  are such that  a_{ij}=1  when  i=j  and  0  otherwise.,1
"That is,  a_{ij} = delta_{ij}  where  delta_{ij}  is the Kronecker delta.",0
"A binary relation on a set  X  is transitive if for all  a,b,cin X  , if  a  is related to  b  and  b  is related to  c  , then  a  is related to  c  .",1
"Let  f:S^nto S^n  be a continuous function such that for some  yin S^n  , the preimage  f^{ - 1}(y)  is finite.",0
Denote the elements of  f^{ - 1}(y)  by  {x_i}_{i=1}^m  .,0
Let  {U_i}_{i=1}^m  be disjoint neighborhoods of the  x_i  .,0
Then  f  maps each  U_i  into a neighborhood  V  of  y  .,0
"Then  f(U_i setminus {x_i}) subset Bsetminus {y}  for all  y  and the following diagram of homology groups and relative homology groups commuptes: where all of the maps are ""obvious:""  k_i  and  p_i  are induced by inclusion.",0
The two isomorphisms on the top of the diagram come from the Excision Theorem and the two on the bottom come from the long exact sequence of a pair.,0
"The top two groups are then isomorphic to  H_n(S^n) approxmathbb Z  , so the top homomorphism is then multiplication by an integer  d  .",0
"This integer is the local degree of  f  at  x_i  , written  text{deg}(f)_{|x_i}  .",0
Consider a chain complex whose abelian groups are the groups of n - chains of a ∆ - complex  X  .,0
The  n  th homology group  text{Ker}(partial_{n})/text{Im}(partial_{n+1})  is denoted  H_n^Delta(X)  and is called the  n  th simplicial homology group of  X  .,1
Let  f: Xto Y  be a function between topological spaces  X  and  Y  .,0
Then  f  is continuous if and only if the preimage of an open set in  Y  is open in  X  .,1
"A function  f: Xto Y  between metric spaces  (X,rho)  and  (Y,sigma)  is continuous at  xin X  if and only if for every  varepsilon > 0  , there exists  delta> 0  such that  sigma(f(x),f(x')) < varepsilon  whenever  rho(x,x') < delta  .",1
"A function  f: Xto Y  between metric spaces  (X,rho)  and  (Y,sigma)  is continuous at  xin X  if and only if for any sequence  {x_n}_{ninmathbb N}  in  X  converging to  x  ,  {f(x_n)}_{nin mathbb N}  converges to  f(x)  .",1
These three definitions are all equivalent.,0
Let  E  and  B  be compactly generated topological spaces.,0
A surjective continuous function  p:Eto B  is a fibration if it satisfies the coveirng homotopy property .,1
"That is, given the diagram where  Y  is any compactly generated topological space,  f:Yto E  is some continuous function,  h:Ytimes Ito B  is a homotopy, and  i_0(y) = (y,0)  , if  hcirc i_0 = pcirc f  , then there exists  tilde h  that makes the diagram commute.",0
"Let  (X,Sigma, mu)  be a measure space.",0
The essential supremum  alpha  of a function  f:Xto mathbb R  is the smallest real number such that  mu({xmid f(x) > alpha}) = 0  .,1
A subgraph  A  of a graph  X  is a graph  Asubset X  with  A^0subset X^0  .,1
"That is,  A  is a union of some of the vertices and edges of  X  .",0
"A Hermitian inner product  langlecdot,cdotrangle  on a complex vector space  V  is a bilinear form on  V  that is antilinear in the second slot.",1
"That is, (i)  langle u+v,wrangle = langle u,wrangle +langle v,wrangle  ; (ii)  langle u,v+wrangle = langle u,vrangle +langle u,wrangle  ; (iii)  langle alpha u ,vrangle = alphalangle u,vrangle  ; (iv)  langle u ,alpha vrangle = overlinealphalangle u,vrangle  ; (v)  langle u,vrangle = overline{langle v,urangle}  (vi)  langle u,u rangle geq 0  (vii)  langle u,u rangle = 0  if and only if  u=0  .",0
Any subalgebra of a general linear algebra  mathfrak{gl}(V)  is called a linear Lie algebra .,1
"A division algebra  D  is an algebra over the field  F  such that for any element  a  in  D  and any non - zero element  b  in  D  , there exists precisely one element  xin D  with  a=bx  and precisely one element  y in D  such that  a=yb  .",1
"If  D  is an associative algebra, then we just require that  D  have an identity element under the binary operation and every nonzero element have a multiplicative inverse.",1
Let  X  be a ∆ - complex.,0
"Then between elements of a chain complex, we define the boundary homomorphism  partial_n: Delta_n(X) to Delta_{n - 1}(X)  by specifying its values on generators:  partial_n(sigma_alpha)= sum_i( - 1)^isigma_{alpha|v_0,dots,hat v_i,dots, v_n}  .",1
"Each restriction  sigma_{alpha|v_0,dots,hat v_i,dots, v_n}  is the characteristic map of an  (n - 1)  - simplex of  X  .",1
"A smooth topological  m  - dimensional manifold with boundary is a topological m - dimensional manifold with boundary  M  together with a collection  mathcal A  of charts on  M  such that (i) for all  pin M  , there exists a chart  (U, phi)in mathcal A  such that  p in U  ; (ii) for any two charts  (U,phi)  and  (V, psi) in mathcal A  , the transition function  psicirc phi^{ - 1}:phi(Ucap V)topsi(Ucap V)  is a smooth diffeomorphism; (iii) the set  mathcal A  (called an atlas) is the maximal set of collections of charts satisfying (i) and (ii).",1
The Euler characteristic of a graph is the difference  V - E  between the number of vertices and the number of edges.,1
"Let  nu  be a Borel measure on  mathbb R^n  (i.e. the underlying measure space is  (mathbb R^n, mathcal B, nu)  ).",0
"The symmetric derivative of  nu  at  x in mathbb R^n  is  (Dnu)(x) = lim_{rto 0} frac{nu(B(x,r))}{mu(B(x,r))}  if this limit exists.",1
This is the derivative ( : link to 208 notions?) in the symmetric differential basis.,0
The automorphism group of a group  G  is the group consisting of automorphisms of  G  .,1
It is a subgroup of the symmetric group on the underlying set of  G  .,0
An edge path on a graph  X  is closed if it starts and ends at the same vertex.,1
It is therefore a loop.,0
Let  f: Q tomathbb R  be a bounded function on the rectangle  Q  in  mathbb R^n  .,0
Let  a in Q  .,0
"For any  delta > 0  , let  A_delta(a) = {f(x) mid x in Q land ||x - a|| < delta}  .",0
"Set  M_delta (f, a) = sup A_delta(a)  and  m_delta (f,a)= inf A_delta(a)  .",0
"We define the oscillation of  f  at  a  to be  text{osc}(f,a) = inf(M_delta(f,a) - m_delta(f,a))  .",1
The  p  - adic integers is the subset of Qp defined by  mathbb Z_p = {xin mathbb Q_pmid |x|_p leq 1}  .,1
Let  X  be a set with binary operation  *  .,0
An element  ein X  is a right identity of  X  if  a*x = a  for all  ain A  .,1
Let  G  be a group and let  X  be a topological space.,0
Then  X  is a  G  - space if it is a G - set and the group action  Gtimes Xto X  is continuous.,1
The orbit space  X/G  is the set of orbits  {Gxmid xin X}  with topology given as the quotient of topological spaces.,1
"Note that in the case of a discrete group  G  , the continuity condition means that each action by an element of  G  is a homeomorphism.",1
A natural transformation  alpha:Fto G  is a map between functors  mathcal Cto mathcal D  consisting of a morphism  alpha_A: F(A)to G(A)  for each object  A  of  mathcal C  such that the following diagram commutes:,0
The centralizer of a subset  X  of a Lie algebra  L  is  C_L(X) = {xin L mid xX=0}  .,1
all the Lie algebra stuff seems to mostly not appear on wikidata...,0
A group representation is irreducible if it has no nontrivial sub - representations.,0
"Let  f:mathbb Ctomathbb C  , and write it as follows:  f(z) = u(x,y) + iv(x,y)  where  zin mathbb C  is such that  z = x+iy  and  u,v:mathbb R^2to mathbb R  .",0
The function  f  is analytic on the open set  Usubsetmathbb C  if it is complex differentiable at each point in  U  .,1
The unitary group  text{U}(n)  is the group of  ntimes n  unitary matrices together with the operation of matrix multiplication.,1
"This group is a matrix Lie group because it is a subgroup of the general linear group  text{GL}(n,mathbb C)  .",0
"Let  V_1,dots,V_n, W  be vector spaces.",0
"A multilinear map is a map  f: V_1 timescdotstimes V_n to W  such that for all  1leq i leq n  and  v_j in V_j  with  j neq i  , the map  f(v_1,dots, v_{i - 1}, - , v_{i+1}, dots, v_n):V_i to W  (which varies only in the  i  th component) given by  V_i ni v mapsto f(v_1,dots, v_{i - 1}, v, v_{i+1}, dots, v_n) in W  is a linear transformation.",1
"Let  (X,Sigma)  and  (Y, T)  be measurable spaces.",0
A function  f:Xto Y  is measurable if the preimage under  f  of every set in  T  is in  Sigma  .,1
An automorphism is an isomorphism from an algebraic structure to itself,1
"A topological space  X  is simply connected if it is path - connected and for every two continuous maps  gamma_1:0,1to X  and  gamma_2:0,1to X  there exists a homotopy  F:0,1times0,1to X  such that  F(x,0)= gamma_1(x)  and  F(x,1) = gamma_2(x)  .",1
A topological space  X  is simply connected if it is path - connected and has trivial fundamental group.,1
"A topological space  X  is locally path - connected if for any  xin X  and any neighborhood  U  of  x  , there is a smaller neighborhood  V  of  x  , each of whose points can be connected to  x  by a path in  U  .",1
Let  H  and  N  be groups and let  phi: Hto text{Aut}(N)  be a group homomorphism from  H  to the automorphism group of  N  .,0
"The semidirect product  Hltimes N  is a group on the Cartesian product  Htimes N  with operation  *  given by  (h_1,n_1)*(h_2,n_2) = (h_1h_2, n_1phi(h_1)n_2)  .",1
"The identity element of  Hltimes N  is the ordered pair consisting of the identity elements of  H  and  N  , respectively.",1
"The inverse with respect to  *  is given by  (h,n)^{ - 1} = (h^{ - 1},phi(h^{ - 1})n^{ - 1})  .",1
A category is connected if any two of its objects can be connected by a chain of morphisms.,1
Note that  Aleftarrow Bto C  connects  A  to  C  even when there might not be a morphism  Ato C  or  Cto A  .,0
An edge path in a graph  X  is a finite composite of oriented edges  k_n  with  k_{n+1}(0) = k_n(1)  .,1
A projection is a linear transformation  P:Vto W  between vector spaces  V  and  W  such that  P^2 = P  .,1
"That is,  P  is idempotent when considered as an element of the ring of linear transformations.",0
"Equivalently, for  V'  a subspace of a vector space  V  , a linear transformation  P:Vto V  is a projection onto  V'  if (i)  P_{|V'} = text{id}_V'  .",1
"That is, if the restriction of  P  to  V'  is equal to the identity function on  V'  , and (ii)  text{im}(P) subseteq V'  .",0
"In particular the image is actually equal to  V'  , but the condition is sufficient.",0
"Let  U,Vsubsetmathbb R^n  be open.",0
A class  C^k  diffeomorphism is a bijective  C^k  function  g:Uto V  such that the inverse  g^{ - 1}  is also of class  C^k  .,1
Let  V  be a module over the ring  R  .,0
"A subset  W subset V  is linearly independent if for  v_i in W  and  alpha_i in R  ,  sum_{i=1}^n alpha_i v_i=0  only when  alpha_i = 0  for all  i  .",1
This is a more general definition than the one for vector spaces.,0
The category of groupoids is the category whose objects are groupoids and whose morphisms are functors between groupoids.,1
"If we have  a  ways of doing one thing and  b  ways of doing another thing but we cannot do both at the same time, then there are  a+b  ways to choose to do one thing.",0
"Set theoretically, the sum of the sizes of a finite collection of pairwise disjoint sets is the size of the union of the sets.",0
"That is,  |S_1| + |S_2| + cdots + |S_n| = |S_1cup S_2cupcdotscup S_n|  .",0
Let  G  be a Lie group with associated Lie algebra  mathfrak g  .,0
Then the adjoint map  text{Ad}:G to text{GL}(mathfrak g)  is given by  text{Ad}_A(X) = AXA^{ - 1}  .,1
"Because the adjoint map is a Lie algebra homomorphism, it is a representation of  mathfrak g  , and therefore we may refer to  text{ad}  as the adjoint representation of  G  acting on  mathfrak g  when considered as a vector space.",0
A groupoid is a category in which all morphisms are isomorphisms.,1
A group may be considered a groupoid with a single object.,0
"For any subset  A subsetmathbb R^n  , the Lebesgue outer measure is given by  mu^*(A) = inf{sumlimits_{Rinmathcal C}  vol  (R) mid mathcal C  is a countable collection of rectangles covering  A}  .",1
A covering space  p:Eto B  is universal if  E  is simply connected.,1
"The barycentric subdivision of an n - simplex  v_0,dots,v_n  is the decomposition of  v_0,dots,v_n  into the n - simplices  b,w_0,dots,w_{n - 1}  where we have by induction  w_0,dots, w_{n - 1}  an  (n - 1)  - simplex in the barycentric subdivision of a face  v_0,dots,hat v_i,dots,v_n  .",1
The induction starts at  n=0  where we define the barycentric subdivision of  v_0  to be  v_0  .,0
"It's not too hard to see the cases  n=1,2,3  .",0
"The vertices of the barycentric subdivision of  v_0,dots,v_n  are thus the barycenters of all of the  k  - dimensional faces  v_{i_0},dots, v_{i_k}  of  v_0,dots,v_n  for  0leq kleq n  .",0
"The barycenter of this face has barycentric coordinates  t_i = frac{1}{(k+1)}  for  i= i_0,dots, i_k  and  t_i=0  otherwise.",0
The n - simplices of the barycentric subdivision of the standard n - simplex  Delta^n  with all of their faces form a ∆ - complex and even a simplicial complex structure on  Delta^n,0
Let  G  be a group.,0
Then  G  acts on itself by conjugation:  gcdot x = gxg^{ - 1}  .,0
The orbits of this action are called conjugacy classes of  G  .,1
Let  Usubsetmathbb R^n  be an open set.,0
A differential k - form on  U  is a  C^r  - form if it is of class  C^r  .,1
"Let  (V,F)  be a vector space and let  text{End}(V)  be the set of linear transformations  Vto V  .",0
This is a ring with resepect to the usual product operation.,0
"Define a new bracket operation by  x,y = xy - yx  .",0
Then  text{End}(V)  is a Lie algebra over  F  .,0
We call it the general linear algebra and denote it  mathfrak{gl}(V)  .,1
"If  V  is of finite dimension, then  text{dim}(text{End}(V)) = text{dim}(V)^2  .",0
The general linear algebra is a Lie algebra.,0
A class function on a group  G  is a function that is constant on the conjugacy classes of  G  .,1
"Let  (X,*)  be a magma with identity element  e  .",0
An element  ain X  is a right inverse element for  bin X  if  a * b=e  .,1
"Let  V  be a finite - dimensional vector space with  text{dim}(V)=2ell  with basis  {v_1,dots,v_{2ell}}  .",0
Define a nondegenerate skew - symmetric form  f  on  V  with the matrix  s = }  .,1
"Note that the dimension being even is required for the existence of a nondegenerate bilinear form satisfying  f(v,w) = - f(w,v)  .",0
"Then denote by  mathfrak{sp}(V)  the symplectic algebra consisting of all endomorphisms  x  of  V  such that  f(x(v),w) = - f(v,x(w))  .",1
Let  mathcal D  be a small category and  mathcal C  any category.,0
A  mathcal D  - shaped diagram is a functor  F:mathcal Dto mathcal C  .,1
Morphisms  Fto F'  of  mathcal D  - shaped diagrams are natural transformations.,0
Then we get the category  mathcal Dmathcal C  of  mathcal D  - shaped objects in  mathcal C  .,0
An object  C  of  mathcal C  determines the constant diagram  underline C  that sends each object of  mathcal D  to  C  and each morphism of  mathcal D  to the identity morphism of  C  .,1
Let  U subset mathbb R^n  be open.,0
"The partial derivative of a function  f:Utomathbb R^m  with respect to the  i  th coordinate  x_i  at  a = (a_1,dots,a_n) in U  is defined as  frac{partial f}{partial x_i}(a) = lim_{hto 0} frac{f(a_1,dots,a_i+h,dots,a_n) - f(a)}{h}  .",1
The special unitary group  text{SU}(n)  is the group of unitary matrices with unit determinant.,1
"This group is a matrix Lie group because it is a subgroup of the general linear group  text{GL}(n,mathbb C)  .",0
Let  G  and  H  be groups.,0
"The kernel of a group homomorphism  f:Gto H  is the set of all elements  gin G  such that  f(g) = e_H  , i.e. the elements of  G  that get mapped to the identity element in  H  .",1
"Let  (X,Sigma, mu)  be a measure space.",0
Let  f = sumlimits_{k=1}^n a_k chi_{A_k}  be a simple function such that  mu(A_k) < infty  for  a_k neq 0  .,1
"The Lebesgue integral of the simple function  f  is defined as  intleft(sum_{k=1}^n a_kchi_{A_k}right)dmu = sum_{k=1}^n a_k intchi_{A_k}dmu = sum_{k=1}^n a_kmu(A_k),  consistent with the Lebesgue integral of characteristic functions.",1
"If  B  is a measurable subset of  X  and  g = sumlimits_{k=1}^n b_kchi_{B_k}  is a measurable simple function on  B  , define  int_B gdmu = intchi_Bgdmu = sum_{k=1}^nb_kmu(B_kcap B)  .",1
An embedded m - dimensional manifold with boundary that admits an orientation is an oriented manifold .,1
