Sentence,Definition?
The tensor product  V_1 otimes V_2  is the quotient vector space  V_1 otimes V_2 = F(V_1 times V_2)/K  .,1
"Let  A  be an elementary abelian p - group and let  mathbf ain(a_1,dots,a_r)in A^r  .",0
Then the  a_i  form a basis for  A  if they generate  A  and if they are linearly independent.,0
"A graded algebra over the field  k  is a graded vector space  A = bigoplus_{igeq 0} A_i  equipped with an algebra structure such that (i) multiplication is compatible with the grading: i.e.  A_iA_isubseteq A_{i+j}  for all  i,jgeq 0  ; (ii) The identity element on  A  , written  1_A  , is in  A_0  .",1
"The subspaces  A_i  of  A  are called homogeneous components of  A  , and an element  ain A  is homogeneous of degree  d  if  ain A_d  .",1
"By simple linear algebra, any element  ain A  can be written *uniquely* as a sum  sum_{igeq 0} a^{(i)}  where  a^{(i)}  is homogeneous of degree  i  and  a^{(i)} = 0  for all but finitely many  i  .",0
"A lattice  (L,leq)  is said to be complemented if it has a maximum and a minimum element and such that each element of  L  admits a lattice complement.",1
Let  X  be a topological space.,0
"A deformation retraction of  X  onto a subspace  A  is a family of continuous maps  f_t: Xto X  for  tin 0,1  such that  f_0 = mathbb 1  (the identity), the image  f_1(X) = A  , and  {f_t}_{|A} = mathbb 1  for all  t  and such that the associated map  X times 0,1 to X  given by  (x,t)mapsto f_t(x)  is also continuous.",1
"Alternatively, a subspace  A  is a deformation retract of  X  if there exists a homotopy  h:Xtimes Ito X  such that  h(x,0) = x  ,  h(a,t) = a  , and  h(x,1)in A  for all  ain A  and  tin T  .",1
Such a homotopy is a deformation retraction of  X  onto  A  .,0
A ring  R  is Noetherian if it is Noetherian as a module over itself.,1
"That is, if there are no infinite increasing chains of left ideals of  R  .",0
"A function  f: a,bto mathbb R  is of bounded variation if for every partition of a set  P ={a= x_0 < <x_1 < cdots < x_n = b}  , we have  sup_P sum_{i=1}^n |f(x_i) - f(x_{i - 1})| <infty  .",1
Consider the circle  S^1  as the unit interval quotient by its boundary:  S^1= I/partial I  .,0
Denote its basepooint by  1  .,0
Then the reduced suspension of a based topological space  X  is the smash product  Sigma X = Xwedge S^1  .,1
"Explicitly,  Sigma X = (Xtimes S^1)/(({*}times S^1)cup (Xtimes{1}))  .",0
The usual suspension is done without identifying the line  {*}times I  through the basepoint of  X  to a point.,0
A topological space  X  is weak Hausdorff if for every map  g:Kto X  from a compact Hausdorff space  K  is closed in  X  .,1
"Note that  g(K)  is itself Hausdorff, ( : why?)",0
so  g(K)  is a compact subspace of  X  .,0
"An element  x  of an integral domain is irreducible if it is not a unit and if whenever  x=ab  for some  a,bin R  , then either  a  or  b  is a unit.",1
Let  B  be a compactly generated topological space.,0
"A space over  A  (that is, an object of the category) is a map  p:Eto B  .",1
"A morphism between spaces under  A  is a commutative diagram This is a homotopy category: a homotopy  h  between maps over  B  is a homotopy that at each ""time""  t  is a map over  B  .",1
The above notion of homotopy equivalence is called fiber homotopy equivalence .,1
It is dual to cofiber homotopy equivalence.,0
Let  X  be a CW complex.,0
The cellular homology groups are the homology groups of the cellular chain complex of  X  .,1
They are denoted  H_n^{text{CW}}(X)  .,0
"Consider the polynomial ring  P_n =mathbb Cx_1,dots,x_n  .",0
Let  partial_i = frac{partial}{partial x_i}  be the partial derivative with respect to the variable,0
 x_i  .,0
Note that it is a linear transformation from  P_n  to itself.,0
Let  D_n  be the subalgebra of the algebra of  mathbb C  - linear maps  P_nto P_n  generated by the  partial_i  .,0
"Since partial derivatives commute with each other, the algebra  D_n  is commutative.",0
"Elements of  D_n  take the form  u = sum_{k_1,dots,k_n geq 0} c_{k_1,dots,k_n} frac{partial^{k_1+cdots + k_n}}{partial x_1^{k_1}cdots partial x_n^{k_n}}  for  c_{k_1,dots,k_n}inmathbb C  .",0
This is the algebra of polynomial differential operators in  n  variables with constant coefficients .,1
The  mathbb C  - span of the  partial_i  is a vector subspace of  D_n  given by the directional derivatives along  vin mathbb C^n ,1
Let  A  be an algebra.,0
Then its ideals are generated in the same way that ring ideals are generated by the inheritance following from the fact that algebras are rings.,0
An element  x  of a ring is idempotent if  x^2 = x  .,1
Let  X  be a topological space.,0
A set  Asubset X  is nonmeager if it is not meager.,1
Let  mathfrak g  be a Lie algebra.,0
A semisimple representation of  mathfrak g  is a linear representation of  mathfrak g  that may be written as the direct sum of irreducible representations.,1
Let  G  be a group.,0
"The Frattini subgroup of  G  , denoted  Phi(G)  , is theintersection of all of the maximal subgroups of  G  .",1
"If there are  a  ways of doing one thing and  b  ways of doing another thing, then there are  ab  ways of doing both things.",0
This can be extended inductively.,0
"Set theoretically, this is the definition of the product of cardinal numbers:  |S_1|cdot|S_2|cdots|S_n| = |S_1times S_2timescdots S_n|  where  |cdot|  is the cardinal number of the sets  S_i  and  times  is the Cartesian product of sets.",1
The sets need not be finite nor does the number of sets.,0
"Let  (X,Sigma)  be a measurable space with  mu  a signed measure.",0
The total variation of  mu  is the function  tau  given by  tau(A) = pi(A) + nu(A)  where  pi  is the positive variation of  mu  and  nu  is the negative variation of  mu  .,1
Let  A  be an algebra over the ring  R  .,0
"A right ideal  I  of  A  is a subalgebra of  A  such that  xain I  for all  ain A  ,  xin I  .",1
"Equivalently (if we want to elide the subalgebra condition), a right ideal  I  of  A  is a subset  Isubset A  such that for all  x,yin I  ,  ain A  , and  rin R  , (i)  x - yin I  ; (ii)  rxin I  ; (iii)  xain I  .",1
Let  G  be a semigroup and let  S  be a subset of  G  .,0
The normalizer of  S  is  C_G(S) = {gin Gmid gS=Sg}  .,1
"When  G  is a group, this may be written equivalently as  C_G(S) = {gin Gmid gSg^{ - 1}}  .",0
"The real symplectic group  text{Sp}(2n,mathbb R)  is the group of real  2ntimes 2n  matrices that preserve the skew - symmetric bilinear form  omega(x,y) = langle x,Omega yrangle  where  langlecdot,cdotrangle  is the Euclidean inner product and  Omega = }  for  I_n  the  ntimes n  identity matrix.",1
"That is,  Ain text{Sp}(2n, mathbb R)  if and only if  omega(Ax,Ay) = omega(x,y)  for all  x,y in mathbb R^n  .",0
"Equivalently,  Ain text{Sp}(2n, mathbb R)  if and only if  - Omega A^T Omega = A^{ - 1}  where , as usual,  A^T  is the transpose of  A  and  A^{ - 1}  is its inverse.",1
"This group is a matrix Lie group because it is a subgroup of the general linear group  text{GL}(n,mathbb C)  .",0
Let  V  and  W  be vector spaces.,0
"If  phi: Gto GL(V)  and  psi:Gto GL(W)  are two different representations of the group  G  , the direct sum  phi oplus psi:G to GL(Voplus W)  is also a representation of  G  where  Voplus W  is given by the usual Cartesian product of vector spaces.",1
" I  denotes the unit interval  0,1  .",0
Let  X  and  Y  be topological spaces.,0
"A homotopy is a family of continuous functions  f_t:Xto Y  for  tin I  such that the associated map  F:Xtimes Ito Y  given by  F(x,t) = f_t(x)  is continuous.",1
"Two maps  f_0,f_1:Xto Y  are homotopic if there exists a homotopy  f_t  connecting them.",1
"Equivalently, let  X  and  Y  be topological spaces.",0
"A homotopy between two continuous functions  p,q:Xto Y  is a continuous function  h: Xtimes Ito Y  such that  h(x,0) = p(x)  and  h(x,1) = q(x)  .",1
"A subgroup  H  of the group  G  is normal if for any  g in H  , the left and right cosets of  H  are equal.",1
"That is, if  gH = Hg  for all  g in G  .",0
This is denoted  Htriangleleft G  .,0
"A topological space  X  is path - connected if for every pair of points  x,y in X  , there exists a continuous function  gamma:0,1to X  such that  gamma(0)=x  and  gamma(1)=y  .",1
A division ring is a ring  R  in which every nonzero element is a unit.,1
A topological space  X  is compact if every open cover of  X  has a finite subcover.,1
"Let  phi  be a differentiable k - form on the open set  Usubset mathbb R^n  given by  phi = sum_{i_1<dots<i_k} phi_{i_1,dots,i_k}(x_1,dots,x_n)dx_{i_1}wedgecdotswedge dx_{i_k}in mathcal A^k(U)  .",0
"Define the differential of  phi  by  dphi = sum_{i_1<dots<i_k} dphi_{i_1,dots,i_k}wedge dx_{i_1}wedgecdotswedge dx_{i_k} in mathcal A^{k+1}(U)  where the  phi_j  are ( : what??).",1
"That is,  d  is the linear transformation between the vector space of k - and k+1 - forms  d: mathcal A^k(U) to mathcal A^{k+1}(U)  given by  g(x)dx_{i_1} wedgecdotswedge dx_{i_k} mapsto dgwedge x_{i_1}wedgecdotswedge dx_{i_k}  .",1
: what is d for the functions??????,0
Let  C  be a category.,0
"A morphism  fin text{Hom}_C(A,B)  is an epimorphism if for all objects  Z  of  C  and all morphisms  alpha,betain text{Hom}_C(B,Z)  ,  alpha circ f= betacirc fimplies alpha = beta  .",1
"A function  f: mathbb R^n to mathbb R  is Lebesgue measurable if for every open  G in mathbb R  , the preimage  f^{ - 1}(G)  is Lebesgue measurable.",1
"The derived series of a group  G  is the descending series of consecutive derived subgroups of  G  :  G = G^{(0)} supseteq G^{(1)} = G,G supseteq cdots supseteq G^{(i)}supseteq cdots  where  G^{(i+1)} = G^{(i)},G^{(i)}  .",1
Note that this series may not reach the trivial subgroup.,0
The center of an algebra  A  over the ring  R  is the set  Z(A) = {zin A mid za=az text{ for all } ain A}  .,1
Let  f: Qto mathbb R  be a bounded function defined on the rectangle  Q  and let  P  be a partition of a set of  Q  .,0
"For each subrectangle  R  determined by  P  , let  m_R(f) = inflimits_{xin R} f(x)  .",1
"The lower sum for  f  determined by  P  is  L(f,P) = sum_{R} m_R(f)text{vol}(R)  where  text{vol}  is the volume of the rectangle  R  .",1
Let  X  be a topological space.,0
"A set  Asubset X  is nowhere dense in  X  if for every nonempty open subset  Gsubset X  , there exists a nonempty open subset  Hsubset G  such that  Acap H=emptyset  .",1
"Equivalently, a set  Asubset X  id nowhere dense in  X  if its closure has empty interior.",1
"A covering of groupoids  p:mathcal Eto mathcal B  is regular if  p(mathcal E,e))  is a normal subgroup of  pi(mathcal B,b)  where  pi(mathcal B,b)  denotes the automorphism group of  b  .",1
Let  R  be a ring and  I  an ideal in  R  .,0
Define an equivalence relation  sim  on  R  by  asim b  when  a - b in I  .,0
The equivalence classes are given by  a = a+ I = {a+r mid rin I}  .,0
"The set of all such equivalence classes is denoted  R/I  , or the quotient of  R  by  I  .",0
The operations addition (  (a+I)+ (b+I) = (a+b)+I  ) and multiplication (  (a+I)(b+I) = (ab)+I  ) are well - defined.,0
"Moreover, this itself is a ring .",0
The quotient comes with a surjective homomorphism  Rto R/I  given by  rmapsto r+I  .,0
"Let  U, V subsetmathbb R^n  be open and let  f:Uto V  be a  C^k  diffeomorphism.",0
Then  f  is orientation - preserving if the determinant of its total derivative is always positive:,1
 text{det}(Df(x)) > 0  for all  x in U  .,0
The nullity of a linear transformation  T  is the dimension of the kernel of  T  .,1
A continuous map ( : the inclusion? is  A  a subspace?)  i:Ato X  between compactly generated topological spaces  A  and  X  is a cofibration if it satisfies the homotopy extension property .,1
"That is, if  hcirc i_0=fcirc i  in the diagram below, then there exists  tilde h  that makes the diagram commute.",0
"Note that  i_0(x) = (x,0)  .",0
The map  tilde h  s not required to be unique.,0
The logarithm of an  ntimes n  matrix  A  is given by  ln(A) = sum_{m=1}^infty ( - 1)^{m+1}frac{(A - I)^m}{m}  whenever the sequence converges.,1
"Let  X  be a Hausdorff topological space and let  (X, Sigma, mu)  be a measure space where  Sigma  is the Borel σ - algebra on  X  .",0
The measure  mu  is a Radon measure if it is inner regular and locally finite.,1
Let  Dsubsetmathbb R^2  be connected and open and let  f:Dto mathbb R  be of class  C^2  .,0
Then the Laplacian of  f  is given by the sums of the second partial derivatives  Delta f(z) = f_{xx}(z) + f_{yy}(z)  .,1
Let  Qsubsetmathbb R^n  be a rectangle.,0
"For any partition of a set  P  of  Q  , the mesh of  P  is the maximum length of the component intervals of  P  .",1
Let  M  be an embedded m - dimensional manifold.,0
"The tangent space of  M  at  x  , denoted  T_xM  , is the vector space given by the kernel of the total derivative of the function given in the definition of the kind of manifold.",1
"In light of the functorial definition of group actions, we can think of a covariant functor  T:mathcal Bto mathcal S  from a small groupoid to the category of sets as a generalization of a group action.",0
"For each object  b  of  mathcal B  ,  T  restricts to an action of the group  pi(mathcal B,b)  ^(i)",0
Then  T  is transitive if this group action is transitive for all objects  b  .,1
"Note that if  mathcal B  is connected, if the restriction of  T  on  pi(mathcal B,b)  is transitive for one object  b  then it is transitive for all objects  b  .",0
"Note that  pi(mathcal B,b)  denotes the automorphism group of  b  as in the definition of star of an object.",0
"A metric space is a set  X  together with a function  rho: Xtimes X to mathbb R  such that for all  x,y,z in X  , the following properties are satisfied: (i)  rho(x,y) = 0  if and only if  x=y  ; (ii)  rho(x,y) = rho(y,x)  ; (iii)  rho(x,z) leq rho(x,y) + rho(y,z)  .",1
Property 3 is called the triangle inequality and the function  rho  is called a metric .,1
"The metric generates a topology on  X  where the open sets  G  are those for which there exists  varepsilon > 0  for all  x in G  such that  {yin Xmid rho(x,y) < varepsilon}subset G  .",1
Let  Usubsetmathbb R^n  be an open subset and let  f:Utomathbb R  be differentiable on  U  .,0
The point  a in U  is a critical point of  f  if  Df(a) =0  .,1
"Let  1leq p < infty  and let  (X,Sigma, mu)  be a measure space.",0
Let  F  be the set of functions  f: Xto mathbb R  such that  ||f||_p = left(int_X|f|^ptext dmuright)^{1/p} < infty  where  ||f||_p  is the p - norm.,0
"Equivalently,  F  is the set of functions such that the  p  th power of their absolute value is integrable.",0
Let  N = {f in F mid f = 0 text{almost everywhere}}  .,0
"Because the integral of a positive function is zero if and only if it is zero almost everywhere, we have that  N  is the kernel of the p - norm.",0
"The normed linear space given by the quotient vector space of  F  by  N  is  L_p(X,mu)  .",0
"For  p = infty  , consider the set  G  of functions  f:X to mathbb R  for which there exists  c inmathbb R  such that  mu({|f| > c}) = 0  and take the quotient vector space of this set by the equivalence relation  sim  on  G  given by  fsim g  if  f(x) = g(x)  almost everywhere on  X  .",0
"This space with the essential supremum of  f  as the norm is  L_infty(X,mu)  .",0
Let  G  be a group acting on the set  X  .,0
A point  xin X  is a fixed point for or an invariant of the  G  - action if  gcdot x=x  for every  gin G  .,1
The set of these points is denoted  X^G  .,0
"Let  (X,Sigma, mu)  be a measure space.",0
The measure  mu  is σ - finite if it satisfies one of the following equivalent criteria: -  X  can be covered with at most countably many (pairwise disjoint,1
", this is not required) measurable sets of finite measure; -  X  can be covered with a monotone sequence of measurable sets of finite measure; - There exists a positive measurable function  f  whose integral is finite.",0
A topological field is a field  F  that is a topological ring and also whose inverse maps  Ftimes F^timesto F  for both binary operations are also continuous.,1
Let  P  be a partition of a set of the rectangle  Q  in  mathbb R^n  .,0
The subrectangles of  Q  given by  P  are the products of the subintervals of the component intervals given by each  P_i  as in the definition of partition of a set of a rectangle.,1
Let  mathcal C  be a category and  x  an object of  mathcal C  .,0
The category  x/mathcal C  of objects under  x  has objects given by the morphisms  f:xto y  in  mathcal C  .,1
"For objects  f:xto y  and  g:xto z  in  x/mathcal C  , the morphisms  gamma:fto g  are the morphisms  gamma yto z  in  mathcal C  such that  gammacirc f = g:xto z  .",0
Composition and the identity maps are given by composition and the identity maps in  mathcal C  .,0
"When  mathcal C  is a groupoid,  gamma = gcirc f^{ - 1}  and the objects of  x/mathcal C  therefore determine the category.",0
"The ring of Gaussian integers is exactly  mathbb Zi = {a+bimid a,binmathbb Z, i^2= - 1}  .",1
It is a Euclidean domain with norm  N(a+bi) = a^2+b^2 = (a+bi)(a - bi)  .,0
This norm is multiplicative.,0
Let  U subset mathbb R^n  be open.,0
"A function  f:mathbb U to mathbb R^n  may be written as an  m  - tuple of functions  f_i:Uto mathbb R  so that  f=(f_1,dots,f_m)  .",1
"Let  (X,Sigma, mu)  and  (Y, T, nu)  be measure spaces.",0
A function  f:Xto Y  is Lusin or Luzin if the image of every set of  mu  - measure zero has zero  nu  - measure.,1
Two elements of a commutative ring are coprime if their greatest common divisor is  1  .,1
"Specifically, if it is the additive identity element of the ring.",0
Let  mathbb Q_p  be the field of p - adic numbers under the  p  - adic absolute value.,0
Define  mathcal P = {xinmathbb Q_pmid |x|_p< 1}  .,0
We call this curly  mathcal P  because it has no other name that I have been able to find.,0
"It is a subset of the p - adic integers, and in particular it is an open ball in the  p  - adic absolute value topology which means that it is also closed.",0
"We can also define the ""powers"" of  mathcal P  by  mathcal P^n = {xinmathbb Q_pmid |x_p|<p^{ - k}}  .",0
find a better name for this!!!,0
"Let  (V,rho)  be a representation of the group  G  .",0
The  n  th symmetric power of  V_1  and  V_2  is a representation of  G  over the symmetric power of vector spaces  text{Sym}^n(V)  under the linear transformation  rho:Gto text{Sym}^n(V)  such that  rho(g)(v_1odot v_2odot cdots odot v_n) = (rho(g)v_1odot rho(g)v_2odotcdotsodotrho(g)v_n)  .,1
Let  U subset mathbb R^n  be open.,0
A function  f: Uto mathbb R^m  is differentiable at  a in U  if there exists a linear transformation  A:mathbb R^n to mathbb R^m  such that  lim_{hto 0} frac{f(a+h) - f(a) - A(h)}{||h||} = 0  .,1
The transformation  A  is denoted  Df(a)  and is called the total derivative of  f  at  a  .,0
"Equivalently, let  V  and  V  ' be vector spaces with norms  |cdot|  and  |cdot|'  , respectively.",0
"A function  f:Uto V'  from  U  an open subset of  V  is differentiable at  xin U  if there exists a linear transformation  d_x f :Vto V'  called the differential of  f  at  x  and a small neighborhood  U_xsubseteq U  of  x  such that for all  vin U  , we have that  f(x+v) = f(x) + d_x(f) + o(v)  where  o: U_xto V'  is a map such that  lim_{|v|to 0} frac{|o(v)|'}{|v|} = 0  .",1
Let  A  be a graded algebra.,0
A graded ideal of  A  is an left algebra ideal that is also a graded vector subspace.,1
It is also called a homogeneous ideal of  A  .,0
"An  ntimes n  Hermitian complex matrix  M  is positive definite if  langle x, Mxrangle > 0  for all  xneq 0  in  mathbb C^n  where  langlecdot,cdotrangle  is the standard inner product on  mathbb C^n  If we allow the dot product to be zero, then  M  is postive semidefinite .",1
"The Mandelbrot set  mathcal M subset mathbb C  is the set of  c in mathbb C  such that the filled Julia set  K(f_c)  is connected, where  f_c:mathbb C to mathbb C  is the polynomial  f_c(z) = z^2+c  .",1
Define an equivalence relation  sim  on a vector space  V  with subspace  W  by  v_1 sim v_2 text{ if } v_1 - v_2 in W  .,0
Then the quotient of  V  by  W  is the set of equivalence classes of  sim  in  V  .,1
Let  G  be a magma with binary operation  cdot  and sub - structure  H  .,0
A left coset of the  H  for the element  xin G  is the set  xcdot H = {xcdot hmid h in H}  .,1
Let  Usubsetmathbb R^n  be an open subset and  f:Uto mathbb R  be differentiable on  U  .,0
"The gradient of  f  at  a in U  is the vector of the partial derivatives of  f  :  nabla f(a) = left(frac{partial f}{partial x_1}(a),cdots, frac{partial f}{partial x_n}(a) right)  .",1
"Let  G,H  be groups, let  R  be a ring, and consider the trivial homomorphism  f:Gto H  .",0
This induces a ring homomorphism on the group ring given by  f_*:RGto Rtext{ such that } sum_{gin G} a_gg mapsto sum_{gin G}a_g  for  a_g in R  .,0
The kernel of this map is called the augmentation ideal .,1
We have immediately that it is an ideal because the kernel of a ring homomorphism is an ideal.,0
"The Cantor set  mathcal C  is constructed from the unit interval as follows: Let  C_n = frac{C_{n - 1}}{3} cup left(frac{2}{3} +frac{C_{n - 1}}{3}right)  with  C_0 = 0,1  .",1
Then  mathcal C = bigcap_{ninmathbb N} C_n  .,1
"A set  Esubset mathbb R  is called a Cantor set if it is compact, has empty interior, and has no isolated points.",1
An integral domain  R  is a principal ideal domain if every ideal of  R  is principal.,1
Let  A  be a graded algebra.,0
A graded subalgebra of  A  is a subalgebra of  A  that is also a graded vector subspace of  A  as a graded vector space.,1
A bounded function  f:Qtomathbb R  defined on the rectangle  Q  in  mathbb R^n  is integrable if the lower integral of  f  is equal to the upper integral of  f  .,1
The integral of  f  over  Q  is defined to be  int_Q f = underline{int_Q} f = overline{int_Q} f  .,1
"Alternatively, let  f: Sto mathbb R  be a bounded function from the bounded set  S  to  mathbb R  , and let  f_S  be the extension of  S  in the usual sense to  mathbb R  .",0
Choose  Q  a rectangle containing  S  .,0
"The integral of this function over  S  is  int_S f = int_Q f_S,  if it exists.",1
The skeleton  text{sk}mathcal C  of a category  mathcal C  is a subcategory with one object from each isomorphism class of objects of  mathcal C  such that the morphisms between two objects in  text{sk}mathcal C  are all of the morphisms between these objects in  mathcal C  .,1
Let  p:Xto Y  be a continuous map between topological spaces.,0
"Define  p_*:pi_1(X,x) to pi_1(Y,p(x))  to be the map between the fundamental groups of  X  at  x  and  Y  at  p(x)  given by  p_*f = pcirc f  .",0
This map is a homomorphism as  p_*fcdot g = pcirc (fcdot g) = p_*fp_*g  .,0
A game is something which may be represented as a normal - form game or an extended - form game.,1
A representation of a topological group  G  (written  rho:Gto GL(V)  for  GL(V)  the general linear group of some vector space  V  ) is called continuous if it is of finite dimension and if  rho  is continuous in the usual sense as a function between topological spaces.,1
Let  X  be a topological space and let  x in X  .,0
"Denote by  pi_1(X,x)  the set of equivalence classes of loops at  x  under homotopy equivalence of paths. This is called the fundamental group of  X  at  x  .",1
The limit of a D - shaped diagram is given by reversing the arrows in the definition of the colimit of the same D - shaped diagram: Then  lim F  is an object of  mathcal C  together with a morphism of diagrams  pi:underline{lim F} to F  that is terminal among all such morphisms.,1
"That is, if  varepsilon:underline Ato F  is a morphism of diagrams, then there is a unique morphism  tilde varepsilon: Ato lim F  in  mathcal C  such that  picirc tildevarepsilon = varepsilon  .",1
The following diagram commutes:,0
The ideal generated by a subset  T  of a ring  R  is the smallest ideal containing  T  .,1
"Equivalently,  (T) = bigcaplimits_{Isupseteq T} I  where  I  varies over all of the ideals in  R  that contain  T  .",1
"Equivalently, if  T = {t_i}_{i=1}^n  , then  (T) = left{sumlimits_{i=1}^n r_it_iright}  , the set of all formal sums of elements of  T  with coefficients in  R  .",1
Let  X  and  Y  be topological spaces.,0
"The mapping cylinder  M_f  of a continuous map  f:Xto Y  is the quotient vector space of the disjoint union  (Xtimes 0,1)amalg Y  given by identifying  (x,1) in Xtimes 0,1  with  f(x) in Y  .",1
"Equivalently, let  X  and  A  be compactly generated topological spaces.",0
Then in the test diagram for the homotopy extenson property let  Y  be the mapping cylinder  Xcup_i (Atimes I)  be the pushout of  i  and  i_0  .,0
"By the universal property for pushouts, if there exists a map  r  such that the following diagram commutes: the maps  f  ,  h  from the *original* test diagram induces a map  Mi to Y  (where  Y  is the same  Y  from that original diagram) whose composite with  r  gives a homotopy  tilde h  that makes the test diagram commute.",0
Let  x  be a unit of the p - adic field  mathbb Q_p  .,0
"That is, let  xinmathbb Q_p^times  .",0
Then  x  has a unique p - adic expansion  x= sum_{n=text{val}(x)}^infty a_np^n  .,0
Denote by  lambda(x)  the sum  lambda(x) = sum_{n=text{val}(x)}^{ - 1}a_np^n  and call it the tail of  x  .,0
Then we define the basic additive character  psi:mathbb Q_pto mathbb Tsubseteq mathbb C^times  (the middle set being the circle group) by  psi(x) = e^{2pi i lambda(x)}  .,1
"Auxiliary definition We can also define a ""scalar multiple"" of the character by defining, for each  uinmathbb Q_p  , a new function  psi_u:mathbb Q_pto mathbb T  by  xmapsto psi(ux)  .",1
"Proof that it is a character First, we show that  psi_u  is a group homomorphism:  psi_u(x+y) = psi(u(x+y)) = psi(ux+uy) = psi(ux)psi(uy) = psi_u(x)psi_u(y)  from the fact that  psi  is itself a group homomorphism.",0
"Finally,  psi_u  is continuous because the composition of continuous functions is continuous and  psi  is the composition of  psi  , which is itself continuous by virtue of it being a multiplicative character, and because  mathbb Q_p  is a topological field, the map given by ""multiplication by  u  "" is also continuous.",0
Let  n  be a positive integer.,0
A partition of  n  is a non - decreasing sequence of positive integers whose sum is  n  .,1
The σ - algebra generated by a collection of subsets is the σ - algebra containing all of the subsets such that any σ - algebra containing the sets also contains it.,1
The adjoint map of a Lie algebra  mathfrak g  is the map  text{ad}: mathfrak g to text{End}(mathfrak g)  that sends  X  to  text{ad}_X  in the set of endomorphisms of  mathfrak g  .,1
"A binary relation on the set  X  is symmetric if for all  a,b in X  ,  a  is related to  b  if and only if  b  is related to  a  .",1
Let  A  be an algebra over the field  mathbb k  and let  ain A  .,0
Then the subalgebra  A_a  generated by  a  is the image of the algebra homomorphism from the polynomials  mathbb kt  to  A  given by  fmapsto f(a)  .,1
The kernel of this map is an ideal of  mathbb kt  consisting of polynomials such that  f(a) = 0  .,0
Denote this ideal by  I_a  and note that it is a principal ideal because  mathbb kx  is a principal ideal domain.,0
"The element  ain A  is algebraic if there exists a nonzero polynomial  finmathbb kt  such that  f(a)=0  , i.e. if  I_aneq 0  .",1
"Then because  I_a  must be principal, there exists a unique monic polynomial  p_a  that generates  I_a  and this is called the minimal polynomial of  a  .",0
"A left ideal of a ring  R  is a subset  Isubseteq R  such that -  (I,+)  is a subgroup of  (R,+)  ; -  I  is closed under left multiplication in  R  (i.e. for all  iin R  and all  rin R  ,  ri in I  ).",1
A point  x  is an isolated point of a subset  S  of a topological space  X  if it is an element of  S  but there exists a neighborhood of  x  containing no other points of  S  .,1
The real projective space  mathbb RP^n  of dimension  n  is the quotient of  mathbb R^{n+1}  by the equivalence relation  sim  given by  xsim y  if and only if  x= - y  .,1
"This amounts to considering  mathbb RP^n  as the set of lines through the origin in  mathbb R^{n+1}  , or the unit sphere  S^n  where we identify antipodal points  u  and  - u  .",0
"A  sigma  - algebra on the set  X  is a subset  mathcal M subset mathcal P(X)  of the power set of  X  satisfying the following properties: (i)  X in mathcal M  ; (ii)  mathcal M  is closed under complementation, i.e. if  A in mathcal M  , then  Xsetminus A in mathcal M  ; (iii)  mathcal M  is closed under countable unions, i.e. if  A_i in mathcal M  for  i in mathbb N  , then  bigcuplimits_{iinmathbb N} A_i in mathcal M  .",1
A rng is a set  R  together with two binary operations  +  and  cdot  such that (i)  R  is an abelian group under  +  ; (ii)  R  is a semigroup under  cdot  ; (iii)  cdot  distributes over  +  :  acdot (b+c)=(acdot b) + (acdot c)  and  (b+c)cdot a = (bcdot a) + (ccdot a)  .,1
Note that this is essentially the definition of ring without a multiplicative identity.,0
Let  X  be a topological space.,0
A set  A subset X  is dense in  X  if every point in  x  is either in  A  or is a limit point of  A  .,1
"Equivalently,  A  is dense in  X  if its closure is all of  X  .",1
Let  H_n  be the  n  th homology group of a chain complex.,0
Elements of  H_n  are cosets of  text{Im}(partial_{n+1})  and are called homology classes .,0
Representatives of the same homology class are homologous .,1
Let  V  be a vector space and let  T:Vto V  be a linear transformation.,0
"For integer  m  , there exists a multilinear transformation  wedge^m(T): wedge^m(V) to wedge^m(V)  from the  m  - fold exterior product to itself given by  v_1wedgecdotswedge v_m mapsto T(v_1)wedgecdotswedge T(v_m)  . : show is well - defined",1
"A Hilbert space  (H, langlecdot,cdotrangle)  is an inner product space that is complete as a metric space with metric induced by the norm induced by the inner product.",1
Let  X  be a CW complex.,0
"Then by These three results, we can write parts of the long exact sequences of the pairs  (X^{n+1}, X^n)  ,  (X^n, X^{n - 1})  , and  (X^{n - 1}, X^{n - 2})  of the  n  - skeleta of  X  can be written in the commutative diagram of the homology groups and relative homology groups where  d_{n+1}  and  d_n  are the compositions  j_npartial_{n+1}  and  j_{n - 1}partial_n  , which in turn are ""relativizations"" of the boundary maps  partial_n  and  partial_{n+1}  .",0
The composition  d_nd_{n+1}  is zero because the composition of consecutive boundary homomorphisms is 0.,0
The horizontal part of this diagram is therefore a chain complex called the cellular chain complex of  X  .,0
"Because  H_n(X^n, X^{n - 1})  is free with basis in bijection with  n  - cells of  X  , we can think of its elements as linear combinations of  n  - cells of  X  .",0
Let  X  be a topological space.,0
"For any  Asubset X  , the interior  text{int}(A)  of  A  is the largest open set contained in  A  .",1
Let  Usubsetmathbb H^n  be open in the subspace topology on  H^n  considered as a subset of  mathbb R^n  .,0
Then a function  f:Utomathbb R^m  is differentiable if there is an open set  V subsetmathbb R^n  such that  U = Vcap H^n  onto which we may extend  f  to a differentiable function  f_V:Vtomathbb R^n  .,1
A topological group  G  is locally compact if the underlying topological space is both locally compact and Hausdorff.,1
"Let  (X,Sigma,mu)  be a measure space.",0
